;word;synonim
3908;категорически;['решительно', 'безапелляционно', 'ультимативно', 'наотрез', 'твердо']
3909;мужество;['смелость', 'храбрость', 'решимость', 'бесстрашие', 'бесстрашность']
3910;мчаться;[]
3911;наименование;['название', 'заглавие', 'заголовок', 'озаглавливание', 'звание']
3912;наказать;[]
3913;обнимать;[]
3914;остро;['актуально', 'насущно', 'живо', 'злободневно', 'накаленно']
3915;плакат;['постер', 'афиша', 'лозунг', 'агитплакат', 'дацзыбао']
3916;предать;[]
3917;принятый;['установленный', 'утвержденный', 'привычный', 'общепринятый', 'общеупотребительный']
3918;психика;['сознание', 'дух', 'метапсихика']
3919;солдатский;['армейский', 'город', 'окопный', 'солдаперный', 'солдаперовый']
3920;упорно;['упрямо', 'настойчиво', 'стойко', 'выдержано', 'непреклонно']
3921;хлопать;[]
3922;электричество;['ток', 'термоэлектричество', 'освещение', 'геоэлектричество', 'пироэлектричество']
3923;буря;['ураган', 'тайфун', 'буран', 'шторм', 'пурга']
3924;выразиться;[]
3925;забросить;[]
3926;закономерность;['принцип', 'правило', 'логичность', 'обоснованность', 'логика']
3927;здешний;['местный', 'тутошний', 'земной', 'эндемический', 'эндемичный']
3928;исполниться;[]
3929;мелькать;[]
3930;многолетний;['старый', 'длительный', 'долговременный', 'долгий', 'продолжительный']
3931;очерк;['набросок', 'абрис', 'эссе', 'книга', 'эскиз']
3932;передаваться;[]
3933;поверх;['сверху', 'поверху', 'сверх', 'через']
3934;производительность;['продуктивность', 'эффективность', 'выработка', 'отдача', 'плодотворность']
3935;сдерживать;[]
3936;церемония;['процедура', 'обряд', 'порядок', 'торжество', 'ритуал']
3937;автоматически;['машинально', 'механически', 'бессознательно', 'неумышленно', 'непроизвольно']
3938;аэродром;['микроаэродром', 'аэропорт', 'гидроаэродром', 'вертодром', 'кепка']
3939;буфет;['мебель', 'сервант', 'рундук', 'автобуфет', 'спецбуфет']
3940;винтовка;['оружие', 'карабин', 'обрез', 'винтовочка', 'винт']
3941;жажда;['полидипсия', 'охота', 'желание', 'вожделение', 'жадоба']
3942;метаться;[]
3943;надежность;['безопасность', 'устойчивость', 'долговечность', 'благонадежность', 'исправность']
3944;одеваться;[]
3945;плоскость;['шаблонность', 'банальность', 'стереотипность', 'поверхность', 'грубоватость']
3946;плотность;['уплотненность', 'густота', 'насыщенность', 'компактность', 'коренастость']
3947;позади;['назади', 'кзади', 'сзади', 'позадь', 'петушком']
3948;сдача;['поставка', 'хлопкосдача', 'передача', 'капитуляция', 'мясосдача']
3949;сжать;[]
3950;скот;['скотина', 'животное', 'животина', 'скотосырье', 'волосы']
3951;смело;['безбоязненно', 'неустрашимо', 'отважно', 'храбро', 'вызывающе']
3952;творение;['произведение', 'сочинение', 'созидание', 'результат', 'труд']
3953;тем;['единица']
3954;толкнуть;[]
3955;убирать;[]
3956;выработка;['производительность', 'фабрикация', 'камера', 'канал', 'скважина']
3957;вырезать;[]
3958;гипотеза;['предположение', 'догадка', 'допущение', 'суждение', 'домысел']
3959;добыть;[]
3960;зад;['сопло', 'шумовка', 'шептала', 'экватор', 'станок']
3961;заложник;['аманат']
3962;инстинкт;['чутье', 'нюх', 'интуиция', 'хоминг']
3963;кружок;['танцкружок', 'изокружок', 'ареола', 'братство', 'автокружок']
3964;максимум;['партмаксимум', 'пик', 'предел', 'наиболее', 'много']
3965;наградить;[]
3966;ничуть;['нимало', 'нисколько', 'нисколечко', 'совсем', 'вовсе']
3967;овощи;['пикули', 'овощь', 'ясай']
3968;отвезти;[]
3969;пасть;['глотка', 'рот', 'горло', 'гортань', 'гайло']
3970;полдень;['полудня', 'юг', 'зюйд', 'обедник']
3971;радовать;[]
3972;расставить;[]
3973;совпадение;['тождество', 'схождение', 'равенство', 'тожественность', 'конкордантность']
3974;срочный;['фьючерский', 'экстренный', 'авральный', 'спешный', 'неотложный']
3975;а;['но', 'чего', 'однако', 'что', 'аюшки']
3976;альтернативный;['иной', 'новый', 'другой', 'противоположный', 'многовариантный']
3977;возглавить;[]
3978;жарко;['горячо', 'тепло', 'пламенно', 'жара', 'раскаленно']
3979;животный;['анимальный', 'безнравственный', 'распущенный', 'низменный', 'низкий']
3980;интерпретация;['трактовка', 'истолкование', 'объяснение', 'толкование', 'освещение']
3981;классификация;['типология', 'систематизация', 'группирование', 'классифицирование', 'сгруппирование']
3982;конгресс;['парламент', 'собрание', 'съезд', 'встреча', 'совещание']
3983;кончик;['мочка', 'краешек', 'спикула', 'хвостик', 'нагар']
3984;крестьянский;['мужицкий', 'общекрестьянский', 'хлеборобный', 'хлеборобский', 'дехканский']
3985;молчаливый;['тихий', 'неразговорчивый', 'бессловесный', 'беззвучный', 'безмолвный']
3986;новейший;['новый', 'последний', 'свежий', 'самоновейший']
3987;отстать;[]
3988;перчатка;['краги', 'гардаман', 'рукавица', 'гермоперчатка', 'перчаточка']
3989;поддержание;['сохранение', 'содействие', 'подхватывание', 'удерживание', 'поддержка']
3990;пригодиться;[]
3991;пропасть;['бездна', 'глубина', 'расхождение', 'много', 'множество']
3992;пуговица;['пуговка', 'пуговичка', 'приклад', 'гузик']
3993;раздаваться;[]
3994;толщина;['дебелость', 'дородство', 'дородность', 'корпуленция', 'толстота']
3995;царить;[]
3996;диапазон;['интервал', 'размах', 'масштаб', 'объем', 'охват']
3997;допускаться;[]
3998;заинтересованный;['причастный', 'заинтригованный', 'интересованный', 'захваченный', 'стимулированный']
3999;криминальный;['преступный', 'уголовный', 'криминалистический', 'мафиозный', 'подсудный']
4000;наблюдатель;['метеонаблюдатель', 'авианаблюдатель', 'свидетель', 'зритель', 'созерцатель']
4001;нитка;['нить', 'ниточка', 'пряжа', 'верва', 'дратва']
4002;орел;['герой', 'грифон', 'храбрец', 'кондор', 'сторона']
4003;поляна;['луг', 'кулига', 'лужайка', 'лужок', 'елань']
4004;проволока;['провод', 'проволка', 'катанка', 'проволочка', 'канитель']
4005;разом;['заодно', 'вместе', 'одновременно', 'сразу', 'совместно']
4006;рояль;['инструмент', 'фортепиано', 'фортепьяно', 'роялишко']
4007;уличный;['стритовый']
4008;шумный;['шумливый', 'громкий', 'крикливый', 'гремучий', 'грохочущий']
4009;академический;['учебный', 'академичный', 'отвлеченный', 'теоретический', 'духовный']
4010;аплодисменты;['рукоплескания', 'хлопки', 'плески', 'ладушки', 'овация']
4011;болезненный;['мучительный', 'нездоровый', 'чахлый', 'ненормальный', 'уродливый']
4012;выбить;[]
4013;грандиозный;['потрясающий', 'колоссальный', 'фантастический', 'величественный', 'монументальный']
4014;гуманитарный;[]
4015;дабы;['чтобы', 'чтоб', 'воеже', 'еже']
4016;конфета;['конфетка', 'драже', 'леденец', 'мармеладка', 'конфетина']
4017;легкое;[]
4018;лошадиный;['кобылий', 'конский', 'трудный', 'тяжелый', 'изнурительный']
4019;любоваться;[]
4020;образовательный;['просветительский', 'просветительный', 'учредительный', 'новообразовательный', 'общеобразовательный']
4021;освоить;[]
4022;очнуться;[]
4023;пацан;['мальчишка', 'пацаненок', 'шпингалет', 'шкет', 'оголец']
4024;перевернуть;[]
4025;придерживаться;[]
4026;суета;['тщета', 'беготня', 'суетность', 'ничтожность', 'дым']
4027;травма;['потрясение', 'повреждение', 'баротравма', 'электротравма', 'вибротравма']
4028;украшение;['декорация', 'розетка', 'эгрет', 'ламбрекен', 'дентикул']
4029;физически;['телесно', 'вещественно', 'материально', 'предметно', 'физиологически']
4030;худший;['низший', 'наихудший', 'последний', 'горший', 'гирший']
4031;видимость;['зримость', 'очевидность', 'явность', 'заметность', 'видность']
4032;выезжать;[]
4033;выработать;[]
4034;дружеский;['приязненный', 'братский', 'доброжелательный', 'приятельский', 'товарищеский']
4035;завернуть;[]
4036;задыхаться;[]
4037;козел;['сабан', 'идиот', 'козлик', 'мархур', 'полорогий']
4038;лопата;['пневмолопата', 'лопатка', 'вибролопата', 'лопатище', 'мехлопата']
4039;наряд;['убранство', 'одежда', 'костюм', 'одежка', 'работа']
4040;недостаточный;['неполный', 'мизерный', 'бедный', 'скудный', 'малоубедительный']
4041;отступать;[]
4042;пустяк;['пустячок', 'пустяковина', 'мелочь', 'безделица', 'безделушка']
4043;сочинить;[]
4044;стабильный;['устойчивый', 'постоянный', 'прочный', 'высокостабильный', 'константный']
4045;сыр;['рокфор', 'бакштейн', 'качкавал', 'чеддер', 'горгонзола']
4046;тайга;['город', 'лес', 'чернь']
4047;вмешательство;['интерцессия', 'вмешивание', 'впутывание', 'ввязывание', 'встревание']
4048;возиться;[]
4049;выпускник;['специалист', 'абитуриент']
4050;дальнейшее;[]
4051;декорация;['украшение', 'кинодекорация', 'задник', 'периакты']
4052;джинсы;['брюки', 'джинсики']
4053;излучение;['свет', 'лучеиспускание', 'радиоизлучение', 'испускание', 'фонирование']
4054;корзина;['лукошко', 'тара', 'корзинка', 'кобка', 'гондола']
4055;невозможность;['неисполнимость', 'несбыточность', 'неприемлемость', 'иллюзорность', 'нереальность']
4056;неизменный;['незыблемый', 'повседневный', 'вечный', 'безызменный', 'непеременный']
4057;образованный;['просвещенный', 'развитой', 'начитанный', 'интеллигентный', 'грамотный']
4058;октябрьский;['город']
4059;ориентация;['направление', 'ориентирование', 'ориентировка', 'астроориентация', 'линия']
4060;отражаться;[]
4061;петля;['строп', 'закрутка', 'темляк', 'дуплинь', 'огон']
4062;печаль;['горе', 'отчаяние', 'грусть', 'скорбь', 'сокрушение']
4063;повсюду;['повсеместно', 'всеместно', 'вовсюдках', 'везде', 'всюду']
4064;полотно;['доулас', 'недотка', 'холст', 'ткань', 'ватин']
4065;поработать;[]
4066;поселиться;[]
4067;прелесть;['красота', 'очаровательность', 'изумительный', 'пригожество', 'пленительность']
4068;разнообразие;['многогранность', 'многообразие', 'диверсификация', 'множество', 'разнокалиберность']
4069;регулярный;['систематический', 'систематичный', 'постоянный', 'периодический', 'ежедневный']
4070;скучать;[]
4071;старательно;['прилежно', 'сосредоточенно', 'исправно', 'усидчиво', 'рьяно']
4072;традиционно;['обычно', 'классически', 'условно']
4073;уверить;[]
4074;упор;['акцент', 'ударение', 'стремя', 'прижатие', 'опора']
4075;э;['буква']
4076;владение;['обладание', 'территория', 'кондоминат', 'имущество', 'имение']
4077;вторник;['день']
4078;дьявол;['сатана', 'демон', 'вельзевул', 'аггел', 'бес']
4079;обнаруживать;[]
4080;относительный;['сравнительный', 'условный', 'релятивный']
4081;парламентский;['депутатский', 'думский']
4082;поспешно;['безотлагательно', 'срочно', 'спешно', 'немедля', 'проворно']
4083;разноцветный;['пестрый', 'цветной', 'разноцветье', 'различный', 'разный']
4084;сбоку;['около', 'рядом', 'сбочку']
4085;темно;['мрак']
4086;толком;['подробно', 'хорошенько', 'путем', 'порядком', 'разумно']
4087;увеличивать;[]
4088;всероссийский;['общероссийский']
4089;генетический;['автогенетический']
4090;гудеть;[]
4091;епископ;['митрополит', 'примас', 'патрик', 'архиепископ', 'бискуп']
4092;изначально;['сперва', 'извечно', 'исконно', 'всегда', 'первоначально']
4093;интенсивный;['усиленный', 'яркий', 'высокоинтенсивный', 'жаркий', 'сильный']
4094;пласт;['слой', 'поле', 'водоупор', 'гидропласт', 'ряд']
4095;подружка;['подруга', 'лада', 'зазноба', 'подруженька', 'товарка']
4096;полоска;['филенка', 'слизура', 'микрополоска', 'полосонька', 'волан']
4097;поразительный;['удивительный', 'изумительный', 'исключительный', 'разительный', 'головокружительный']
4098;прессконференция;[]
4099;пропуск;['разрешение', 'пробел', 'прогул', 'перерыв', 'дозволение']
4100;редкость;['недюжинность']
4101;сопротивляться;[]
4102;твориться;[]
4103;бригадир;['звание', 'чин', 'шофер', 'грузчик', 'бугор']
4104;гладить;[]
4105;дипломат;['хитрец', 'политик', 'чемоданчик']
4106;колония;['лепрозорий', 'микроколония', 'трудколония', 'сибарис', 'поселение']
4107;коса;['косенка', 'закосок', 'косичка', 'косица', 'косонька']
4108;литератор;['литработник', 'публицист', 'писатель', 'автор', 'сочинитель']
4109;обман;['плутовство', 'надувательство', 'одурачивание', 'вранье', 'ложь']
4110;отходы;['мусор', 'утиль', 'остатки', 'отжимки', 'гидрол']
4111;печатный;['печатающий', 'пишущий', 'пробопечатный', 'полиграфический', 'спецпечатный']
4112;печень;['железа', 'печенка', 'субпродукт']
4113;позитивный;['жизнерадостный', 'положительный', 'веселый', 'благостный', 'одобрительный']
4114;потерпеть;[]
4115;премьерминистр;[]
4116;славянский;['русский', 'украинский', 'белорусский', 'польский', 'чешский']
4117;спрятаться;[]
4118;эстетический;['художественный', 'эстетичный', 'общеэстетический']
4119;величайший;['знаменитейший', 'известнейший', 'громаднейший', 'гигантский', 'огромнейший']
4120;витрина;['фотовитрина', 'лицо', 'вывеска', 'киот']
4121;госпожа;['сеньора', 'сударыня', 'фру', 'повелительница', 'хозяйка']
4122;дружно;['складно', 'разом', 'сплоченно', 'согласно', 'ладком']
4123;кинотеатр;['стереокино', 'кино', 'кинематограф', 'киношка', 'суперкинотеатр']
4124;код;['радиокод', 'шифр', 'руткод', 'адрес']
4125;неясный;['двусмысленный', 'непонятный', 'неопределенный', 'нечеткий', 'неисповедимый']
4126;плюс;['преимущество', 'добродетель', 'крестик', 'да', 'достоинство']
4127;приподнять;[]
4128;пускай;['пусть', 'нехай', 'пущай', 'янысь', 'янытысь']
4129;разорвать;[]
4130;снаружи;['внешне', 'извне', 'наружи', 'наружно', 'наруже']
4131;трястись;[]
4132;убежденный;['уверовавший', 'идейный', 'уверенный', 'уверованный', 'сагитированный']
4133;шарик;['зернь', 'микрошарик', 'пес', 'земля', 'стеклошарик']
4134;шахматы;['игра', 'чатуранга', 'шатранг', 'шахматишки']
4135;батюшка;['священнослужитель', 'священник', 'отец', 'батя', 'родимый']
4136;бешеный;['дикий', 'взбешенный', 'безудержный', 'неистовый', 'необузданный']
4137;диагноз;['заключение']
4138;долина;['вади', 'трог', 'суходол', 'падь', 'узбой']
4139;дуть;[]
4140;женатый;['семейный', 'повенчанный', 'окольцованный', 'несвободный', 'женатик']
4141;занести;[]
4142;кипеть;[]
4143;обнаружение;['выявление', 'вскрытие', 'вскрывание', 'раскрывание', 'оказывание']
4144;огурец;['овощ', 'огурчик', 'растение', 'достоинство', 'кукумбер']
4145;ориентировать;[]
4146;открытка;['поздравление', 'открыточка', 'стереооткрытка']
4147;поворачиваться;[]
4148;предварительно;['заблаговременно', 'первоначально', 'заранее', 'прежде', 'загодя']
4149;прощение;['извинение', 'помилование', 'пощада', 'милованье', 'милость']
4150;роковой;['решающий', 'смертельный', 'страшный', 'гибельный', 'неизбежный']
4151;рыцарь;['воин', 'крестоносец', 'витязь', 'паладин', 'кавалер']
4152;рычаг;['педаль', 'вымбовка', 'румпель', 'андшпуг', 'рукоятка']
4153;симпатия;['благорасположенность', 'расположение', 'аттрактивность', 'привязанность', 'наклонность']
4154;сойтись;[]
4155;стихия;['сила', 'среда', 'обстановка']
4156;уцелеть;[]
4157;влюбиться;[]
4158;воспитать;[]
4159;выстроить;[]
4160;газетный;[]
4161;горечь;['печаль', 'сожаление', 'скорбь', 'горе', 'вкус']
4162;горячо;['пламенно', 'тепло', 'знойно', 'пылко', 'ретиво']
4163;завершиться;[]
4164;злоба;['ненависть', 'ожесточение', 'вражда', 'неприязненность', 'неприязнь']
4165;кора;['богиня', 'ангостура', 'литосфера', 'перидерма', 'лыко']
4166;любовник;['хахаль', 'залетка', 'однодырышник', 'амант', 'любодей']
4167;мороженое;['пломбир', 'эскимо', 'кушанье', 'морожка', 'парфэ']
4168;неподвижный;['статический', 'стоячий', 'недвижимый', 'закаменелый', 'каменный']
4169;новогодний;[]
4170;отставать;[]
4171;посчитать;[]
4172;садовый;['вертоградный']
4173;секретарша;['помощница', 'секретутка']
4174;трещина;['разрыв', 'микротрещина', 'макротрещина', 'трещинка', 'расселина']
4175;лишиться;[]
4176;локальный;['местный', 'ограниченный', 'топический', 'инновация']
4177;марш;['ступайте', 'команда', 'луг', 'авиамарш', 'ступай']
4178;нарочно;['преднамеренно', 'предумышленно', 'умышленно', 'намеренно', 'специально']
4179;нуль;['ноль', 'шиш', 'ничто', 'ординар', 'зеро']
4180;обедать;[]
4181;ограда;['ограждение', 'забор', 'изгородь', 'загородка', 'оградка']
4182;песнь;['песня', 'песнопения', 'псалом', 'рапсодия', 'парод']
4183;печально;['плачевно', 'прискорбно', 'сокрушительно', 'безотрадно', 'горестно']
4184;политбюро;['бюро']
4185;постучать;[]
4186;предпочтение;['приоритет', 'предпочитание', 'предпочтительность', 'преференция', 'ассортативность']
4187;придумывать;[]
4188;резиновый;['растяжимый', 'резинный', 'каучуковый', 'резинковый']
4189;реформирование;['преобразование', 'переделывание', 'переустройство', 'перекраивание', 'перестраивание']
4190;ссылаться;[]
4191;уловить;[]
4192;умолять;[]
4193;чаша;['кубок', 'сосуд', 'бокал', 'созвездие', 'аглочаша']
4194;шуба;['шубка', 'доха', 'тулуп', 'покров', 'шубейка']
4195;аппаратура;['оборудование', 'микрофакс', 'камера', 'радиоаппаратура', 'телеаппаратура']
4196;ведать;[]
4197;витамин;['аневрин', 'поливитамин', 'витаминчик', 'лактофлавин', 'адермин']
4198;вон;['прочь', 'долой', 'брысь', 'вона', 'эвон']
4199;горько;['грустно', 'печально', 'мучительно', 'неприятно', 'обидно']
4200;доставка;['транспортировка', 'поставка', 'подвозка', 'привоз', 'завоз']
4201;заработок;['доход', 'плата', 'вознаграждение', 'выручка', 'барыш']
4202;кавказский;['лавровый', 'кавказоидный']
4203;мент;['фараон', 'мусорелла', 'мильтон', 'ментяра', 'цемент']
4204;нежно;['ласково', 'чутко', 'мягко', 'бархатно', 'тонко']
4205;неправда;['ложь', 'туфта', 'заблуждение', 'ересь', 'лганье']
4206;повлиять;[]
4207;подвергаться;[]
4208;престижный;['элитный', 'авторитетный', 'привлекательный', 'элитарный', 'влиятельный']
4209;прощание;['расставание', 'разлука', 'панихида', 'всепрощание']
4210;сердито;['грозно', 'разгневанно', 'раздражающе', 'раздраженно', 'раздосадованно']
4211;содействие;['способствование', 'поддержка', 'поддержание', 'подмога', 'участие']
4212;стадо;['приап', 'косяк', 'рой', 'отара', 'табун']
4213;съездить;[]
4214;толчок;['импульс', 'стимул', 'побуждение', 'толкучий', 'афтершток']
4215;турецкий;['османский']
4216;цитировать;[]
4217;агрегат;['аппарат', 'устройство', 'электроагрегат', 'котлоагрегат', 'установка']
4218;бедность;['нужда', 'убожество', 'беднота', 'недостаточность', 'убогость']
4219;беспокойство;['тревога', 'смута', 'испуг', 'треволнения', 'тормошение']
4220;именовать;[]
4221;исправить;[]
4222;казенный;['формальный', 'государственный', 'фискальный', 'камеральный', 'бюрократический']
4223;калитка;['дверь', 'ворота', 'гульфик', 'рот', 'дверца']
4224;куданибудь;[]
4225;мед;['кушанье', 'медок', 'лесть', 'падь', 'оксимель']
4226;окраска;['окрашивание', 'покраска', 'альбинизм', 'цвет', 'выкраска']
4227;опускаться;[]
4228;повреждение;['дефект', 'ущерб', 'неисправность', 'травмирование', 'вред']
4229;проникать;[]
4230;протягивать;[]
4231;разбирать;[]
4232;расставаться;[]
4233;саратовский;[]
4234;совершенство;['безупречность', 'безукоризненность', 'идеал', 'непогрешимость', 'законченность']
4235;татарин;['крымчанин', 'хабибулин', 'вахлак']
4236;толкать;[]
4237;упоминать;[]
4238;бесполезный;['безрезультативный', 'лишний', 'безуспешный', 'излишний', 'никчемный']
4239;вакцина;['химиовакцина', 'поливакцина', 'дермовакцина', 'коливакцина', 'моновакцина']
4240;вдвое;['вдвойне', 'пополам', 'напополам', 'двукратно', 'дважды']
4241;вкладывать;[]
4242;впрямь;['поистине', 'действительно', 'подлинно', 'вправду', 'воистину']
4243;глина;['брение', 'почва', 'иловка', 'каолин', 'суглинок']
4244;заведовать;[]
4245;крутиться;[]
4246;молочный;['белый', 'дойный', 'меловой', 'белоснежный', 'лилейный']
4247;мотоцикл;['мотик', 'мотоциклет', 'мототранспорт', 'электромотоцикл', 'мотоциклетка']
4248;отбросить;[]
4249;отступить;[]
4250;полицейский;['архангел', 'исправник', 'фараон', 'альгвазил', 'полицай']
4251;поменять;[]
4252;руководствоваться;[]
4253;скрипка;['инструмент', 'пошетта', 'страдивариус', 'хардингфеле', 'скрипочка']
4254;сука;[]
4255;трезвый;['трезвяк', 'разумный', 'рациональный', 'умный', 'непьяный']
4256;уговорить;[]
4257;успокаивать;[]
4258;учащийся;['обучающийся', 'занимающийся', 'приучающийся', 'ученик', 'вытверживающийся']
4259;фонтан;['жирандоль', 'струя', 'источник', 'полно', 'масса']
4260;цивилизованный;['развитый', 'просвещенный', 'развитой', 'интеллигентный', 'культурный']
4261;бег;['кросс', 'спорт', 'марафон', 'трусца', 'стадиодром']
4262;властный;['деспотичный', 'велемощный', 'повелительный', 'всемогущий', 'всевластный']
4263;восхищение;['восторг', 'завороженность', 'очарование', 'упоение', 'преклонение']
4264;выезд;['отъезд', 'выбывание', 'выход', 'выбытие', 'кортеж']
4265;жевать;[]
4266;жестко;['твердо', 'черство', 'цепко', 'сурово', 'строго']
4267;закат;['заход', 'дефект', 'вечерка', 'освещение', 'заклон']
4268;запрещать;[]
4269;интеграция;['объединение', 'соединение', 'слитие', 'слияние', 'единение']
4270;иркутский;[]
4271;кривой;['корявый', 'выгнутый', 'одноглазый', 'дугообразный', 'изогнутый']
4272;лыжа;['лыжина']
4273;направо;['справа', 'вправо', 'одесную']
4274;опускать;[]
4275;повестка;['извещение', 'оповещение', 'уведомление', 'вызов', 'агенда']
4276;повредить;[]
4277;поесть;[]
4278;потребительский;['покупательский', 'иждивенческий', 'узкопотребительский']
4279;предпочесть;[]
4280;предшествовать;[]
4281;прижаться;[]
4282;продвижение;['перемещение', 'совершенствование', 'протискивание', 'рост', 'передвижение']
4283;распорядиться;[]
4284;ручной;['покорный', 'послушливый', 'прирученный', 'смирный', 'портативный']
4285;сказаться;[]
4286;сомнительный;['неблагонадежный', 'рискованный', 'ненадежный', 'подозрительный', 'паллиативный']
4287;соотечественник;['соплеменник', 'согражданин', 'земляк', 'компатриот', 'соотчич']
4288;сочувствие;['сострадание', 'участие', 'жалость', 'благожелательность', 'благожелательство']
4289;становление;['формирование', 'возникновение', 'развитие', 'устанавливание', 'образование']
4290;улететь;[]
4291;восемнадцать;[]
4292;договоренность;['договор', 'соглашение', 'согласие', 'уговор', 'сговор']
4293;дожить;[]
4294;думаться;[]
4295;зажечь;[]
4296;издали;['издалека', 'издалече', 'издалеча']
4297;отвратительный;['отталкивающий', 'мерзопакостный', 'гадкий', 'противный', 'тошнотворный']
4298;планирование;['проектирование', 'намечание', 'устраивание', 'распланирование', 'парение']
4299;простыня;['простынка', 'пододеяльник', 'плащаница', 'простак', 'колпак']
4300;пышный;['нарядный', 'роскошный', 'толстотелый', 'пышен', 'богатый']
4301;служение;['услужение', 'платонизм', 'богослужение', 'работа', 'должность']
4302;спецслужба;['служба']
4303;физиономия;['лицо', 'физия', 'рожа', 'лик', 'мурло']
4304;характеризоваться;[]
4305;аналитик;['аналист', 'фотоаналитик', 'чартист']
4306;аналитический;[]
4307;вдали;['далеко', 'вдалеке', 'далече']
4308;входной;[]
4309;жительство;['проживание', 'жилье', 'местожительство', 'пустынножительство', 'обиталище']
4310;задеть;[]
4311;интеллигент;['интеллигентик', 'интеллектуал', 'интеллигенция', 'шляпа']
4312;колючий;['насмешливый', 'злой', 'ехидный', 'саркастический', 'саркастичный']
4313;навести;[]
4314;налево;['влево', 'слева', 'ошуюю', 'незаконно', 'противозаконно']
4315;неверный;['ложный', 'превратный', 'фальшивый', 'гяур', 'иноверец']
4316;нисколько;['вовсе', 'нисколечко', 'нимало', 'ничуть', 'совсем']
4317;офицерский;[]
4318;преподавать;[]
4319;приготовление;['заготовление', 'создание', 'подготовка', 'сбор', 'снаряжение']
4320;прикрывать;[]
4321;примета;['символ', 'предзнаменование', 'знак', 'признак', 'сигнал']
4322;пройтись;[]
4323;против;['вопреки', 'супротив', 'визави', 'вперерез', 'напересечку']
4324;прыгнуть;[]
4325;пыльный;['испыленный', 'пылен', 'трудный', 'неприятный', 'запыленный']
4326;радикальный;['кардинальный', 'решительный', 'коренной', 'полный', 'действенный']
4327;развлечение;['веселье', 'радость', 'отвязка', 'забава', 'утеха']
4328;се;['шоо']
4329;укрепить;[]
4330;висок;['височек', 'замордок']
4331;гад;['мерзавец', 'погань', 'негодяй', 'гадина', 'гадюка']
4332;даль;['приволье', 'горизонт', 'ширь', 'простор', 'отдаление']
4333;евро;['единица']
4334;задержаться;[]
4335;знакомиться;[]
4336;индекс;['показатель', 'дефлятор', 'указатель', 'колориндекс', 'список']
4337;кинуть;[]
4338;классик;[]
4339;купаться;[]
4340;маршал;['звание']
4341;немыслимый;['невозможный', 'анекдотический', 'анекдотичный', 'невероятный', 'невообразимый']
4342;нервничать;[]
4343;обзор;['анализ', 'исследование', 'синопсис', 'рассмотрение', 'панорама']
4344;отчетность;['документ', 'отчет', 'статотчетность']
4345;параллельно;['единовременно', 'одновременно', 'соответствующе', 'вместе', 'сразу']
4346;поспешить;[]
4347;править;[]
4348;пробить;[]
4349;проделать;[]
4350;путешественник;['путник', 'турист', 'странствователь', 'пилигрим', 'вояжер']
4351;сдаваться;[]
4352;ступать;[]
4353;шахматный;['шахматообразный', 'клетчатый']
4354;дежурный;['дневальный', 'вахтер', 'вахтенный', 'недельщик', 'очередной']
4355;завет;['наставление', 'предначертание', 'распоряжение', 'заповедь', 'наказ']
4356;искра;['отблеск', 'электроискра', 'проблеск', 'искорка', 'частица']
4357;клясться;[]
4358;пестрый;['испещренный', 'многообразный', 'разный', 'цветистый', 'цветастый']
4359;питаться;[]
4360;пищевой;['провиантский', 'трофический', 'алиментарный', 'гастрономический', 'годный']
4361;погон;['фракция', 'знак', 'эполет', 'погончик']
4362;потрясать;[]
4363;промолчать;[]
4364;снижать;[]
4365;сосредоточить;[]
4366;употребление;['применение', 'утилизация', 'растрачивание', 'растрата', 'расходование']
4367;хаос;['бардак', 'беспорядок', 'кавардак', 'бедлам', 'ералаш']
4368;энергичный;['активный', 'решительный', 'наступательный', 'жизнедеятельный', 'неутомимый']
4369;аа;[]
4370;адекватный;['соответствующий', 'равноценный', 'нормальный', 'соответственный', 'обычный']
4371;взнос;['плата', 'платеж', 'партвзносы', 'полетта', 'профвзносы']
4372;возврат;['возвращение', 'возобновление', 'реверсирование', 'реверсия', 'рецидив']
4373;выключить;[]
4374;дуб;['тупица', 'дубочек', 'дятел', 'дубье', 'дурик']
4375;жар;['огонь', 'тепло', 'жара', 'теплота', 'зной']
4376;значимость;['авторитетность', 'весомость', 'важность', 'ценность', 'существенность']
4377;инженерный;['технический', 'инженерский', 'общеинженерный']
4378;качать;[]
4379;луг;['замедрина', 'поле', 'марш', 'пошня', 'луговина']
4380;напрямую;['непосредственно', 'искренне', 'искренно', 'прямо', 'напрямик']
4381;нарастать;[]
4382;наслаждаться;[]
4383;нрав;['поведение', 'натура', 'склад', 'темперамент', 'уклад']
4384;нука;[]
4385;обходить;[]
4386;одиночка;['отшельник', 'бобыль', 'бессемейный', 'упряжка', 'чердачник']
4387;пожарный;['охраннопожарный', 'противопожарный', 'пожарнохозяйственный', 'пожароизвещательный', 'пожаронасосный']
4388;порождать;[]
4389;профсоюз;['союз']
4390;слуга;['прислужник', 'паж', 'официант', 'лакей', 'дворецкий']
4391;случайность;['стохастичность', 'неумышленность', 'окказиональность', 'непроизвольность', 'случай']
4392;телега;['мажара', 'повозка', 'одрец', 'фура', 'матковозка']
4393;вглядываться;[]
4394;вертикальный;['отвесный', 'перпендикулярный', 'стоячий']
4395;воротник;['ворот', 'шиворот', 'крепь', 'воротничок', 'шаль']
4396;выполняться;[]
4397;затянуться;[]
